ID	TARGET_D	GiftCnt36	GiftCntAll	GiftCntCardAll	GiftAvgLast	GiftAvg36	GiftAvgAll	GiftTimeLast	GiftTimeFirst	DemAge	DemGender	DemHomeOwner	DemMedHomeValue	DemPctVeterans	DemMedIncome
00070079	15,00	1	1	1	15,00	15,00	15,00	17	17	50	F	H	36500,00	30	34496,00
00121071	15,00	2	20	13	30,00	23,00	13,60	18	92	47	F	H	90000,00	18	105640,00
00178540	15,00	2	12	6	15,00	15,00	8,50	20	126	82	F	U	92200,00	40	62195,00
00059610	15,00	2	2	1	15,00	10,00	10,00	18	32	74	F	U	119900,00	30	0,00
00039078	15,00	1	9	5	15,00	15,00	11,67	21	75	58	F	U	29800,00	26	0,00
00151629	15,00	4	8	4	15,00	13,00	9,50	19	57	61	F	U	158600,00	37	0,00
00120128	15,00	2	2	1	15,00	14,00	14,00	19	28	62	F	U	41700,00	25	30694,00
00069822	15,00	2	3	1	15,00	13,00	10,33	18	41	51	F	H	85900,00	28	60936,00
00120089	15,00	2	3	2	15,00	11,00	9,00	23	52	67	F	U	41900,00	31	46620,00
00119978	15,00	4	6	0	10,00	9,50	8,17	15	32	39	M	U	48800,00	59	36338,00
00026680	15,00	2	22	14	15,00	14,00	10,82	24	129	41	F	H	79400,00	41	37290,00
00069537	15,00	3	5	2	10,00	9,67	8,60	16	31	69	F	H	54500,00	30	58684,00
00026645	15,00	5	8	4	10,00	7,80	7,38	17	43	48	F	H	68100,00	31	49277,00
00035581	15,00	2	7	4	15,00	13,00	10,43	20	87	68	M	U	90600,00	35	0,00
00069506	15,00	2	13	7	17,00	16,00	13,00	25	125	77	F	H	92100,00	28	72554,00
00085357	15,00	5	15	10	16,00	13,60	10,73	17	64	68	F	U	47600,00	31	43797,00
00119474	15,00	5	5	4	20,00	13,00	13,00	17	28	55	M	H	137100,00	20	64065,00
00080903	15,00	6	22	12	11,00	11,50	6,32	21	88	35	M	U	65800,00	39	0,00
00025558	15,00	2	6	3	20,00	17,50	10,50	18	79	48	M	H	89900,00	32	50836,00
00126681	15,00	2	15	9	15,00	14,00	9,73	18	97	58	F	H	92700,00	41	56689,00
00126469	15,00	5	26	7	10,00	10,80	8,73	18	69	79	M	H	56400,00	44	43834,00
00001357	15,00	10	21	9	18,00	13,90	10,67	15	126	40	F	H	88900,00	25	61176,00
00032709	15,00	0	8	1	15,00	0,00	13,25	18	62	41	F	H	55600,00	33	45725,00
00068669	15,00	2	2	2	15,00	9,50	9,50	21	30	79	F	H	73200,00	34	95516,00
00068650	15,00	4	10	8	10,00	9,75	7,60	22	101	39	F	H	118600,00	19	76424,00
00118739	15,00	2	2	2	15,00	12,50	12,50	20	28	50	M	H	115500,00	38	63171,00
00118408	15,00	1	5	2	15,00	15,00	9,00	20	65	76	M	H	42700,00	23	34980,00
00178884	15,00	2	2	2	25,00	15,00	15,00	20	23	45	M	H	124400,00	34	56036,00
00068440	15,00	3	3	2	15,00	13,67	13,67	22	33	66	M	U	32700,00	28	29143,00
00026858	15,00	3	9	6	15,00	12,33	11,33	16	119	54	M	H	87100,00	27	61496,00
00118083	15,00	2	4	1	20,00	20,00	13,75	26	51	37	F	U	39000,00	32	0,00
00090566	15,00	1	7	3	15,00	15,00	8,43	25	92	40	F	H	118100,00	24	76959,00
00117922	15,00	1	8	4	10,00	15,00	8,09	18	66	74	M	U	37600,00	40	36866,00
00040341	15,00	3	8	3	16,00	14,67	10,00	17	65	73	F	H	90200,00	28	43310,00
00068022	15,00	5	11	6	13,00	12,60	10,00	23	88	66	F	H	43500,00	55	49277,00
00117673	15,00	3	11	6	15,00	15,00	9,73	15	126	59	M	U	76200,00	36	56440,00
00116329	15,00	5	8	5	15,00	13,20	10,63	18	53	42	M	U	219600,00	26	95073,00
00182604	15,00	1	1	1	20,00	20,00	20,00	17	17	69	F	U	40300,00	38	36451,00
00083497	15,00	2	2	1	20,00	15,00	15,00	18	24	69	F	H	37500,00	28	39773,00
00067595	15,00	2	9	4	15,00	15,00	13,33	18	111	62	F	H	15700,00	29	26491,00
00037118	15,00	4	7	5	15,00	12,25	9,86	16	64	71	U	U	58100,00	20	0,00
00164986	15,00	4	4	1	14,00	12,50	12,50	18	31	68	F	H	314200,00	30	121055,00
00116453	15,00	1	1	1	15,00	15,00	15,00	17	17	25	F	H	84900,00	22	61134,00
00026045	14,00	3	3	1	15,00	9,67	9,67	17	27	49	F	H	58300,00	13	56510,00
00112084	14,00	1	25	17	12,00	12,00	14,44	21	130	73	M	H	65500,00	45	36845,00
00066300	14,00	7	13	7	16,00	14,57	11,54	18	93	16	M	U	67500,00	24	41963,00
00109179	14,00	2	11	6	14,00	14,00	10,18	15	113	55	M	H	56300,00	21	45781,00
00064388	14,00	2	23	14	14,00	13,00	8,22	21	128	77	M	U	72500,00	33	54926,00
00019623	14,00	5	15	10	10,00	8,20	6,53	18	62	35	F	U	107000,00	32	0,00
00106430	14,00	4	10	6	15,00	13,00	10,00	20	102	46	F	U	58900,00	53	42176,00
00105180	14,00	3	17	12	14,00	14,33	10,00	22	114	59	F	H	58600,00	16	79189,00
00184237	14,00	3	9	6	12,00	10,67	8,11	20	99	35	M	H	97600,00	38	61991,00
00007160	14,00	5	18	7	15,00	14,80	14,44	17	81	7	M	H	111700,00	34	60963,00
00004150	14,00	3	16	8	12,00	16,33	10,75	17	126	52	F	H	58000,00	29	47076,00
00056049	14,00	3	8	6	10,00	11,67	9,50	17	76	70	F	U	39800,00	20	37038,00
00178432	14,00	3	15	7	14,00	12,67	9,27	18	103	69	F	H	162700,00	30	70682,00
00009742	14,00	0	21	13	15,00	0,00	9,24	14	128	50	M	H	66100,00	20	54729,00
00098470	14,00	3	16	14	14,00	12,67	8,75	17	105	86	F	H	49200,00	32	46608,00
00097315	14,00	5	10	4	11,00	9,40	7,60	17	57	69	M	H	87500,00	30	41148,00
00018543	14,00	5	11	6	14,00	11,60	9,09	17	87	37	F	U	50600,00	36	45282,00
00052398	14,00	6	21	11	13,00	14,00	11,14	22	97	47	F	H	41800,00	36	39115,00
00091507	14,00	4	4	2	10,00	8,75	8,75	16	29	61	F	H	105800,00	28	69121,00
00171188	14,00	4	30	14	15,00	13,50	11,53	20	105	64	F	H	128300,00	43	54683,00
00171137	14,00	8	13	8	16,00	13,63	11,46	16	55	71	M	H	209400,00	38	65909,00
00096220	14,00	3	14	8	12,00	12,33	7,71	20	93	62	F	U	28100,00	38	39649,00
00035316	14,00	4	16	8	14,00	14,50	9,94	17	85	73	F	H	84500,00	43	49287,00
00020583	14,00	4	15	8	13,00	12,00	8,13	18	111	69	F	H	81000,00	41	65734,00
00020488	14,00	3	18	10	10,00	9,33	6,22	16	67	55	M	U	42500,00	34	26953,00
00168648	14,00	4	11	3	12,00	10,50	7,55	18	63	55	M	H	168500,00	19	77380,00
00006388	14,00	3	16	6	14,00	12,00	9,56	16	89	75	F	H	272300,00	17	73909,00
00162740	14,00	4	4	2	14,00	12,75	12,75	18	33	75	F	H	280700,00	35	66359,00
00162593	14,00	2	7	4	15,00	14,00	9,29	18	103	47	M	U	595400,00	30	0,00
00161838	14,00	5	8	6	16,00	14,60	13,50	21	69	54	F	U	195300,00	32	0,00
00034302	14,00	2	21	7	14,00	14,00	11,48	18	126	73	F	U	83700,00	39	41005,00
00052548	14,00	2	7	2	25,00	14,00	13,57	18	76	60	M	U	45700,00	30	35941,00
00190671	14,00	4	23	11	10,00	12,25	9,26	4	80	78	U	U	214300,00	0	0,00
00157739	14,00	2	16	8	15,00	14,00	9,63	20	90	70	M	U	227800,00	24	50882,00
00088596	14,00	2	4	1	15,00	12,50	10,00	16	44	6	F	H	189700,00	27	67047,00
00155114	14,00	5	9	6	10,00	10,40	9,11	18	80	16	U	U	117600,00	22	0,00
00085913	14,00	3	11	9	14,00	12,67	9,73	15	111	67	M	U	39600,00	34	51587,00
00038165	14,00	3	11	5	10,00	14,00	10,36	15	76	51	F	H	198500,00	16	60513,00
00085797	14,00	4	18	12	15,00	11,75	5,19	23	128	59	F	U	33300,00	36	40200,00
00084840	14,00	2	21	9	14,00	13,00	8,48	16	101	46	M	H	87000,00	45	59670,00
00151484	14,00	6	17	14	9,00	7,67	7,76	18	126	35	M	H	254600,00	14	45271,00
00084100	14,00	2	2	1	15,00	14,00	14,00	18	23	65	M	H	151500,00	33	105995,00
00154150	14,00	3	3	2	20,00	11,33	11,33	20	32	49	M	H	75500,00	13	30226,00
00148213	14,00	2	2	2	15,00	12,50	12,50	15	21	68	M	H	277600,00	30	52608,00
00081985	14,00	5	11	6	11,00	9,80	7,55	20	52	31	M	U	48600,00	36	0,00
00002231	14,00	9	10	8	15,00	12,11	11,40	11	38	24	M	H	56400,00	33	55168,00
00190730	14,00	5	20	13	14,00	13,00	8,45	19	127	83	M	U	39800,00	31	46838,00
00140141	14,00	10	30	12	14,00	12,70	12,80	17	86	53	F	U	61900,00	39	0,00
00164188	14,00	3	5	1	20,00	11,67	9,60	17	38	35	F	H	152500,00	36	74947,00
00030029	14,00	3	27	11	15,00	14,00	7,70	17	128	67	F	H	64600,00	55	39625,00
00077107	14,00	2	10	6	14,00	14,50	11,70	16	65	54	M	H	143800,00	37	77155,00
00035947	14,00	2	12	8	14,00	13,00	7,67	25	129	72	F	H	57500,00	28	34796,00
00076030	14,00	9	11	7	10,00	7,33	6,73	20	41	43	M	U	55100,00	34	54771,00
00135016	14,00	8	26	13	9,00	8,88	7,50	15	75	44	F	U	43300,00	18	29846,00
00174317	14,00	2	8	2	15,00	11,00	10,13	18	64	67	M	U	69000,00	26	0,00
00058749	14,00	2	36	16	14,00	14,50	8,50	17	129	62	U	U	38900,00	35	33047,00
00069642	14,00	3	10	5	15,00	13,67	9,10	18	113	63	F	U	37300,00	27	0,00
00148141	14,00	6	11	6	13,00	11,83	11,00	20	76	50	F	U	357600,00	26	0,00
00129200	14,00	2	15	11	14,00	14,00	9,20	24	129	49	F	H	72600,00	48	42976,00
00009923	14,00	0	17	6	5,00	0,00	11,24	5	105	52	F	U	123400,00	0	0,00
00125501	14,00	7	10	5	10,00	12,14	13,00	23	41	49	F	H	52700,00	45	33298,00
00124149	14,00	4	4	3	13,00	12,00	12,00	15	27	79	M	H	43000,00	30	42081,00
00122988	14,00	3	3	3	15,00	15,00	15,00	17	29	41	F	H	73500,00	22	89205,00
00025560	14,00	6	17	9	14,00	15,00	11,06	18	89	56	F	H	80200,00	29	50836,00
00001322	14,00	4	14	5	14,00	13,50	12,43	7	73	54	F	U	37600,00	25	45397,00
00116738	14,00	8	12	8	13,00	11,13	9,75	17	53	36	F	H	95600,00	28	61134,00
00161335	13,92	7	9	4	8,00	6,43	6,11	17	41	71	F	H	90500,00	37	47896,00
00038987	13,00	5	21	13	10,00	14,40	11,19	21	128	71	F	H	131400,00	27	47750,00
00065189	13,00	4	12	4	12,00	11,00	9,50	16	90	73	M	H	45000,00	40	41963,00
00038539	13,00	5	10	5	8,00	6,60	5,50	19	44	65	F	U	145800,00	39	62781,00
00108420	13,00	5	11	6	20,00	9,20	8,91	18	54	64	F	H	65000,00	27	25673,00
00186965	13,00	2	15	6	10,00	13,00	9,87	6	110	66	F	H	27100,00	34	35536,00
00169992	13,00	5	23	21	14,00	12,80	8,57	17	130	68	F	H	220300,00	20	61433,00
00181931	13,00	3	11	8	12,00	10,67	10,27	20	86	78	F	H	43000,00	47	64167,00
00185880	13,00	1	8	4	15,00	15,00	10,13	6	100	79	M	U	45000,00	32	45936,00
00060360	13,00	7	22	15	10,00	12,14	11,14	22	85	67	F	H	86300,00	36	47879,00
00179339	13,00	6	10	7	9,00	8,17	6,70	16	53	4	M	H	232100,00	27	91065,00
00036472	13,00	2	7	3	12,00	12,00	7,14	16	66	57	F	H	225000,00	33	34619,00
00132097	13,00	4	8	5	10,00	14,25	12,38	19	56	59	F	H	198800,00	46	48361,00
00005180	13,00	2	33	11	10,00	15,00	9,39	5	110	78	F	H	46900,00	30	40076,00
00056787	13,00	3	12	7	13,00	13,00	9,67	19	80	32	M	H	65100,00	37	60483,00
00095943	13,00	4	6	3	15,00	10,00	10,00	18	41	68	M	H	43500,00	30	48341,00
00185819	13,00	4	6	3	25,00	10,50	12,00	9	41	81	M	H	415300,00	18	119065,00
00164167	13,00	1	15	9	13,00	13,00	6,40	17	126	44	F	H	229200,00	25	77380,00
00190666	13,00	3	54	21	10,00	11,67	8,61	4	126	48	M	U	120200,00	30	44880,00
00160401	13,00	2	2	0	16,00	13,00	13,00	15	20	66	F	U	195200,00	42	47649,00
00103728	13,00	3	14	11	13,00	9,67	5,57	16	129	71	M	H	49100,00	35	40847,00
00133948	13,00	4	15	8	15,00	14,00	10,80	18	101	81	U	U	217000,00	22	0,00
00088153	13,00	4	16	9	5,00	7,75	8,06	24	122	49	F	H	138000,00	32	56828,00
00020237	13,00	1	15	12	13,00	13,00	6,27	26	129	45	F	H	67400,00	29	39564,00
00156378	13,00	5	12	5	10,00	13,80	11,00	19	89	69	F	H	500000,00	34	130323,00
00191531	13,00	4	6	3	12,00	11,00	9,00	15	44	60	U	U	107300,00	0	0,00
00147747	13,00	3	17	11	14,00	13,00	9,47	20	127	77	F	H	300500,00	26	47631,00
00031879	13,00	5	13	8	6,00	10,60	8,92	15	73	67	M	H	79000,00	46	50055,00
00145944	13,00	4	12	6	12,00	10,50	6,58	18	130	70	F	H	267900,00	24	56395,00
00143332	13,00	3	6	3	15,00	13,00	10,17	17	56	66	M	H	196400,00	23	36370,00
00141652	13,00	3	9	5	15,00	13,33	11,22	18	101	59	F	H	99700,00	37	55842,00
00138119	13,00	4	28	15	13,00	11,75	7,97	18	128	54	M	H	64900,00	42	44036,00
00135535	13,00	5	14	11	8,00	6,80	6,36	18	75	50	F	U	106000,00	49	0,00
00017418	13,00	3	4	3	11,00	11,00	9,75	16	27	43	F	H	85300,00	14	65546,00
00133648	13,00	5	13	8	14,00	12,60	9,38	19	87	80	F	H	69600,00	35	41001,00
00075153	13,00	4	21	17	13,00	13,25	10,67	24	128	81	M	U	75000,00	19	25144,00
00074969	13,00	3	17	7	11,00	11,00	7,76	16	110	75	F	U	39900,00	30	51208,00
00132437	13,00	1	7	4	15,00	15,00	9,86	19	103	62	F	U	51600,00	34	39792,00
00129602	13,00	2	14	9	13,00	12,00	7,21	16	93	73	F	H	63800,00	36	50213,00
00072190	13,00	5	23	16	10,00	6,80	5,74	17	129	83	M	U	67300,00	35	0,00
00071255	13,00	2	12	7	15,00	13,50	12,17	17	89	82	M	H	45800,00	29	47021,00
00070039	13,00	6	30	15	13,00	12,00	10,13	21	127	47	M	U	82800,00	30	0,00
00121208	13,00	5	26	12	15,00	13,60	9,96	17	89	28	F	U	514900,00	14	128240,00
00020752	13,00	4	15	9	13,00	12,00	8,53	18	107	77	M	U	97400,00	56	0,00
00185904	13,00	2	13	11	3,00	12,00	7,08	9	128	39	F	H	144800,00	27	84676,00
00119315	13,00	4	6	3	11,00	10,50	8,83	19	37	24	F	H	34500,00	15	31828,00
00069122	13,00	5	8	3	14,00	12,60	10,50	16	77	70	M	H	73200,00	21	78289,00
00154216	13,00	6	14	7	8,00	6,00	4,71	17	122	84	F	U	77000,00	35	30655,00
00012490	12,50	4	7	4	11,00	10,00	9,29	17	45	40	F	H	87700,00	25	62000,00
00025226	12,50	9	24	14	10,00	10,00	9,13	22	93	70	M	U	79900,00	59	58490,00
00016643	12,50	3	3	1	15,00	13,67	13,67	18	27	83	F	H	89500,00	25	66208,00
00001899	12,50	4	9	6	12,00	10,75	10,22	15	85	49	M	H	151900,00	24	53225,00
00008438	12,50	2	15	8	12,00	11,00	9,27	20	105	49	M	H	135700,00	33	68639,00
00002262	12,50	7	36	20	3,00	7,86	6,53	12	126	57	F	H	177800,00	27	42955,00
00020338	12,50	2	11	5	11,00	8,00	8,64	16	113	74	M	H	199100,00	64	66263,00
00023056	12,50	6	8	7	4,00	4,33	4,00	16	45	51	F	H	129900,00	36	71568,00
00019510	12,50	2	4	2	15,00	13,00	11,00	16	105	77	M	H	244100,00	45	85664,00
00067177	12,00	8	16	12	15,00	11,88	9,94	17	88	71	F	H	70900,00	45	56250,00
00114539	12,00	6	7	5	10,00	10,83	10,14	16	33	41	F	H	45500,00	34	55526,00
00189848	12,00	10	30	11	12,00	10,00	9,73	4	87	79	M	U	88500,00	35	40032,00
00014000	12,00	6	16	3	12,00	13,17	11,06	8	87	76	F	H	153700,00	33	68048,00
00112943	12,00	9	48	25	13,00	12,44	8,73	19	129	61	F	H	85500,00	42	63483,00
00065740	12,00	5	10	7	11,00	10,80	9,30	19	56	28	F	U	77700,00	31	60456,00
00065634	12,00	4	12	6	12,00	10,50	10,17	18	128	17	F	U	41300,00	37	71303,00
00109449	12,00	2	17	8	12,00	14,00	11,00	26	124	75	F	H	45600,00	36	45823,00
00108724	12,00	4	13	9	10,00	10,00	6,85	18	128	57	M	U	56500,00	23	0,00
00064467	12,00	1	13	7	10,00	10,00	12,69	18	90	49	F	U	44400,00	32	0,00
00021244	12,00	5	13	7	12,00	12,00	10,31	19	85	74	F	U	82800,00	34	0,00
00063865	12,00	1	19	12	12,00	12,00	5,58	18	128	62	M	U	44800,00	32	44409,00
00063572	12,00	3	11	9	13,00	11,67	5,82	24	113	56	F	H	77800,00	35	64484,00
00166261	12,00	7	11	6	14,00	11,29	9,91	17	44	70	F	U	81300,00	14	0,00
00034174	12,00	2	12	6	12,00	11,00	6,08	20	112	67	F	H	52900,00	35	53400,00
00179235	12,00	4	6	4	13,00	10,25	9,00	16	40	33	M	H	113300,00	32	70032,00
00037531	12,00	3	11	5	10,00	12,67	10,36	18	74	83	F	H	82900,00	6	31100,00
00062704	12,00	4	5	4	13,00	11,50	10,20	21	45	52	M	H	41600,00	31	46563,00
00182899	12,00	4	5	2	7,00	6,75	6,60	15	24	49	M	H	82100,00	37	57986,00
00182748	12,00	2	13	8	10,00	10,00	13,31	18	124	72	M	U	84900,00	43	48571,00
00181337	12,00	5	7	4	15,00	11,40	9,86	17	44	67	F	H	121700,00	34	67917,00
00018584	12,00	1	10	6	14,00	14,00	10,60	21	130	75	F	H	67100,00	49	50628,00
00095351	12,00	2	28	11	10,00	13,50	8,07	26	124	59	F	H	81800,00	42	46887,00
00177087	12,00	5	5	3	12,00	11,40	11,40	20	33	33	M	H	61900,00	34	41714,00
00176825	12,00	6	45	19	15,00	11,83	5,02	15	125	80	M	U	90800,00	0	0,00
00000931	12,00	9	30	9	7,00	5,78	5,10	11	64	50	M	H	64600,00	27	40909,00
00176053	12,00	4	6	2	10,00	10,50	9,00	18	44	55	M	U	0,00	39	0,00
00057964	12,00	4	16	13	12,00	10,50	9,19	16	130	71	M	U	42800,00	30	40054,00
00171738	12,00	1	8	3	10,00	15,00	9,75	18	81	27	M	U	209800,00	32	0,00
00097077	12,00	2	6	4	10,00	12,50	9,50	17	89	69	F	H	82000,00	45	37990,00
00190597	12,00	4	26	16	10,00	10,00	7,04	15	123	50	F	U	73700,00	29	53710,00
00005881	12,00	3	12	5	13,00	22,33	13,25	14	52	80	M	U	246900,00	11	64579,00
00168242	12,00	2	2	2	15,00	12,50	12,50	17	24	67	F	H	274100,00	27	82099,00
00024420	12,00	4	8	4	14,00	12,25	8,63	16	80	57	F	U	133300,00	3	0,00
00167763	12,00	3	11	8	13,00	13,00	9,73	16	89	47	F	H	563300,00	34	153945,00
00167357	12,00	4	4	2	10,00	8,75	8,75	18	29	42	M	H	242900,00	38	78418,00
00094757	12,00	4	12	7	10,00	13,00	11,25	18	65	51	M	H	127900,00	22	58656,00
00166742	12,00	4	11	7	10,00	13,00	9,64	15	64	61	F	H	470500,00	46	120544,00
00005613	12,00	3	19	7	15,00	10,33	8,32	13	124	62	F	U	288000,00	0	0,00
00181644	12,00	5	8	5	10,00	10,00	8,50	16	44	40	F	U	92900,00	36	0,00
00102398	12,00	5	24	8	13,00	11,80	5,17	18	128	69	F	H	44200,00	14	29691,00
00010973	12,00	6	19	7	10,00	13,33	10,89	5	89	74	M	H	243100,00	38	65288,00
00164987	12,00	5	7	4	13,00	12,00	11,71	16	41	45	M	H	402600,00	36	121055,00
00164796	12,00	2	15	9	12,00	11,00	7,20	18	127	61	U	U	369200,00	30	0,00
00056886	12,00	8	11	8	6,00	7,13	6,64	15	41	71	M	H	111100,00	34	65232,00
00091861	12,00	3	16	6	12,00	12,00	10,38	15	80	56	F	H	138000,00	24	67201,00
00160736	12,00	7	9	7	13,00	11,29	10,44	16	41	63	F	H	150000,00	32	40589,00
00160425	12,00	6	13	8	13,00	11,83	9,92	17	87	71	U	H	113500,00	40	47649,00
00052574	12,00	8	23	12	10,00	11,63	8,22	15	124	52	F	H	61900,00	35	39065,00
00182573	12,00	4	12	6	10,00	10,00	6,58	25	88	62	M	H	63400,00	34	46097,00
00061275	12,00	4	11	7	12,00	9,50	7,64	15	69	49	M	U	79100,00	40	0,00
00158454	12,00	8	13	6	6,00	14,88	12,15	15	65	31	U	H	232600,00	21	58963,00
00158389	12,00	5	14	9	10,00	10,80	7,00	18	113	86	M	H	297100,00	24	41531,00
00088662	12,00	6	22	12	14,00	12,33	8,77	15	130	67	M	H	100000,00	26	76594,00
00157973	12,00	1	2	1	6,00	15,00	10,50	15	16	77	M	H	196700,00	69	93247,00
00156559	12,00	5	7	4	15,00	11,40	9,86	15	57	51	M	H	215800,00	33	75256,00
00087706	12,00	4	5	1	13,00	12,00	11,40	18	38	65	M	U	43400,00	44	33016,00
00013748	12,00	4	26	12	10,00	13,25	10,31	6	113	72	F	U	410400,00	0	0,00
00112288	12,00	4	6	3	6,00	17,00	13,17	18	39	67	F	H	125900,00	28	66117,00
00155943	12,00	3	3	1	14,00	12,00	12,00	15	25	75	M	H	130900,00	35	39476,00
00034608	12,00	7	15	9	16,00	12,71	9,33	15	53	55	M	H	96700,00	28	49337,00
00138997	12,00	3	7	4	10,00	13,33	9,71	15	77	72	M	H	48000,00	48	36356,00
00020106	12,00	4	4	3	14,00	12,00	12,00	17	35	71	M	H	94900,00	34	45690,00
00018104	12,00	3	11	8	13,00	12,33	10,55	16	123	43	M	U	91500,00	18	59375,00
00152418	12,00	4	16	10	13,00	12,75	11,63	16	125	66	M	U	163700,00	36	51860,00
00006308	12,00	3	18	10	9,00	9,67	10,78	5	115	79	M	U	45400,00	29	40049,00
00085390	12,00	4	22	10	11,00	11,00	9,50	20	76	50	M	H	69800,00	32	53981,00
00172883	12,00	2	19	10	12,00	11,00	14,84	19	111	55	F	U	86900,00	25	0,00
00172702	12,00	3	3	3	15,00	10,00	10,00	15	32	54	F	H	108600,00	36	41056,00
00012122	12,00	2	8	4	35,00	12,50	23,13	9	57	38	F	H	205100,00	33	55005,00
00150739	12,00	3	22	15	15,00	12,67	9,68	26	126	43	U	H	195100,00	23	50606,00
00150595	12,00	5	10	4	10,00	6,00	4,40	16	76	82	M	U	212300,00	34	70545,00
00008103	12,00	6	14	7	11,00	13,83	12,21	20	80	73	M	H	85600,00	51	42391,00
00016099	12,00	4	4	1	10,00	5,50	5,50	20	32	70	F	H	66000,00	18	41736,00
00147484	12,00	2	9	2	12,00	12,00	12,22	18	82	81	M	H	543900,00	30	122638,00
00146049	12,00	3	10	6	12,00	12,00	7,50	16	76	74	M	H	276800,00	25	41254,00
00082026	12,00	2	5	2	15,00	12,50	8,60	18	69	75	F	H	50600,00	26	49016,00
00038853	12,00	3	20	13	12,00	12,33	6,35	26	125	69	F	H	65500,00	31	51568,00
00145855	12,00	5	7	4	13,00	11,20	9,71	17	45	51	M	H	226400,00	32	69733,00
00145480	12,00	2	14	9	11,00	10,00	7,79	20	122	55	F	H	332600,00	18	68819,00
00046461	12,00	6	6	4	13,00	11,33	11,33	16	33	79	M	H	71900,00	41	38325,00
00081058	12,00	3	6	3	12,00	10,67	8,33	17	44	57	M	U	57100,00	42	42146,00
00143535	12,00	2	3	1	10,00	10,00	10,00	17	30	54	M	H	136100,00	34	39524,00
00099136	12,00	3	5	1	10,00	12,33	11,40	17	40	80	M	H	32600,00	44	37659,00
00012853	12,00	3	77	19	14,00	10,33	8,04	15	160	70	F	U	61400,00	42	46636,00
00079641	12,00	3	16	9	15,00	10,00	9,94	18	128	74	F	U	124400,00	26	0,00
00141186	12,00	4	23	14	12,00	9,25	6,48	19	129	66	F	U	70600,00	32	0,00
00044853	12,00	7	14	6	10,00	13,00	10,64	19	64	67	M	H	57800,00	69	39394,00
00079395	12,00	4	17	12	12,00	12,50	8,94	15	123	52	U	U	56900,00	33	0,00
00079213	12,00	4	19	10	10,00	10,00	8,47	23	123	68	M	U	57500,00	24	55075,00
00044715	12,00	1	16	10	10,00	10,00	7,19	17	110	71	F	H	64600,00	55	39302,00
00030068	12,00	3	13	7	13,00	11,67	7,15	21	128	47	F	U	57300,00	27	0,00
00139363	12,00	1	2	1	6,00	20,00	13,00	15	17	42	M	H	78200,00	24	31322,00
00080336	12,00	3	14	8	5,00	9,33	6,93	17	126	67	F	H	83600,00	32	63523,00
00138905	12,00	4	12	7	10,00	9,25	6,92	20	113	73	F	H	83500,00	48	38307,00
00002235	12,00	6	17	9	25,00	16,67	10,47	6	69	65	M	H	87800,00	53	42155,00
00135230	12,00	3	8	6	12,00	10,67	9,38	17	108	71	F	U	109900,00	34	0,00
00032972	12,00	6	10	5	10,00	13,33	10,40	18	52	42	F	H	81400,00	30	48581,00
00150660	12,00	6	34	15	13,00	13,17	10,21	20	128	51	F	U	90100,00	22	56711,00
00074589	12,00	3	5	4	15,00	11,67	9,00	16	44	43	F	H	79500,00	31	51112,00
00131263	12,00	4	15	11	14,00	12,50	9,53	17	131	27	F	U	47500,00	18	34269,00
00074043	12,00	6	15	9	11,00	12,00	13,00	23	78	73	F	H	41100,00	35	37197,00
00129899	12,00	2	2	2	15,00	12,50	12,50	17	23	75	M	U	68800,00	34	0,00
00073786	12,00	4	7	2	10,00	10,25	8,00	17	51	74	M	H	117600,00	22	48514,00
00129779	12,00	3	19	5	12,00	14,67	14,68	19	80	66	F	H	120000,00	56	72991,00
00047738	12,00	2	12	8	13,00	12,00	8,17	19	88	73	F	H	41900,00	29	35731,00
00042509	12,00	2	12	7	10,00	10,00	10,33	18	89	75	M	H	69800,00	52	32263,00
00129335	12,00	1	11	6	10,00	10,00	7,27	22	88	47	M	H	91900,00	28	78055,00
00073008	12,00	6	14	7	11,00	10,33	8,21	15	62	45	F	H	58700,00	25	69515,00
00072871	12,00	5	7	4	10,00	15,00	16,43	17	44	69	M	H	77800,00	22	67748,00
00127527	12,00	3	8	6	10,00	12,33	10,75	16	80	37	M	U	82200,00	27	30208,00
00177238	12,00	4	20	14	15,00	12,50	9,55	19	129	65	F	U	87100,00	31	0,00
00045134	12,00	4	12	8	12,00	14,25	12,67	18	110	83	M	U	73600,00	43	43877,00
00003985	12,00	2	26	7	11,00	11,50	10,23	7	93	70	F	H	34800,00	17	0,00
00000511	12,00	3	10	2	10,00	13,33	10,00	6	78	82	F	U	102400,00	22	42324,00
00124683	12,00	4	4	2	8,00	7,00	7,00	18	33	73	M	U	107400,00	39	76352,00
00182356	12,00	5	7	4	20,00	12,20	11,29	18	29	59	F	H	55500,00	45	51112,00
00018581	12,00	1	16	10	12,00	12,00	4,63	18	124	53	F	H	77500,00	24	50628,00
00027928	12,00	3	15	6	15,00	13,33	13,00	17	92	79	M	H	102500,00	40	47599,00
00070696	12,00	3	12	8	12,00	11,33	6,75	16	126	50	F	H	56900,00	32	49432,00
00041384	12,00	5	14	6	13,00	12,00	9,43	19	77	46	F	H	55600,00	35	48602,00
00151170	12,00	4	15	7	10,00	11,50	8,53	19	123	60	F	H	273800,00	28	53625,00
00041325	12,00	5	6	2	7,00	6,20	5,67	18	41	34	F	U	80300,00	34	0,00
00041243	12,00	2	11	6	12,00	11,00	9,82	20	102	75	F	U	55600,00	45	0,00
