caso	AAGE	ACLSWKR_C	ADTIND_C	ADTOCC_C	AHGA_C	AHRSPAY	AHSCOL_C	AMARITL_C	AMJIND_C	AMJOCC_C	ARACE_C	AREORGN_C	ASEX_C	AUNMEM_C	AUNTYPE_C	AWKSTAT_C	CAPGAIN	CAPLOSS	DIVVAL	FILESTAT_C	GRINREG_C	GRINST_C	HHDFMX_C	HHDREL_C	MIGMTR1_C	MIGMTR3_C	MIGMTR4_C	MIGSAME_C	MIGSUN_C	NOEMP	PARENT_C	PEFNTVTY_C	PEMNTVTY_C	PENATVTY_C	PRCITSHP_C	SEOTR_C	VETQVA_C	VETYN_C	WKSWORK	Clase
107115	43	4	2	2	10	0	3	3	3	10	5	1	F	0	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	1	9	2	52	0
107171	15	9	4	5	6	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	3	2	2	2	5	0	9	2	0	0
107197	41	4	5	3	17	0	3	3	2	6	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
107201	75	9	4	5	15	0	3	3	7	15	5	1	F	9	6	1	0	0	15000	2	6	0	1	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	1
107207	40	1	5	4	10	0	3	3	2	7	3	1	F	9	1	7	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	26	0
107272	29	9	4	5	1	0	3	7	7	15	5	10	M	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	0	9	4	4	2	5	0	9	2	0	0
107277	11	9	4	5	11	0	3	5	7	15	3	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
107290	28	4	3	2	9	0	3	3	5	8	5	8	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
107323	83	9	4	5	6	0	3	7	7	15	3	1	M	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
107326	29	4	3	3	10	0	3	5	6	12	5	1	F	9	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
107387	15	9	4	5	7	0	3	5	7	15	5	2	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	4	4	4	1	0	9	2	0	0
107456	49	9	4	5	6	0	3	5	7	15	3	1	M	9	6	3	0	0	0	5	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
107459	17	9	4	5	1	0	2	5	7	15	5	1	M	9	6	3	0	0	0	5	6	0	9	3	1	1	1	9	8	6	1	2	2	2	5	0	9	2	2	0
107460	59	7	2	4	17	0	3	7	3	7	3	1	F	9	6	2	0	0	0	6	6	0	2	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
107470	29	4	2	3	13	0	3	5	3	1	5	7	F	9	5	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
107491	27	6	3	2	13	0	3	5	5	8	5	1	F	9	6	2	0	0	0	5	6	0	2	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	50	0
107495	18	9	4	5	3	0	2	5	7	15	5	6	M	9	6	3	0	0	0	6	6	0	9	1	1	1	1	9	8	3	9	2	4	4	3	0	9	2	12	0
107569	66	4	3	4	13	0	3	3	6	5	5	1	M	9	6	1	0	0	0	2	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	48	0
107581	63	4	2	4	13	700	3	6	3	7	5	1	F	0	6	2	0	0	0	6	6	0	2	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
107602	35	4	2	2	17	0	3	3	3	10	5	1	F	9	1	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
107612	44	4	1	2	13	0	3	3	1	8	5	1	F	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	48	0
107619	34	4	3	4	17	0	3	5	6	7	5	1	F	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	3	9	2	2	2	5	0	9	2	52	0
107626	4	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
107629	38	1	2	3	9	1100	3	1	3	1	3	1	M	0	6	1	0	0	0	6	3	1	9	1	4	8	9	0	0	6	9	2	2	2	5	0	9	2	52	0
107641	34	1	2	1	10	0	3	3	2	10	5	1	M	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	3	2	5	0	9	2	52	1
107650	10	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
107658	32	4	2	6	12	0	3	5	4	10	5	1	M	9	6	1	3325	0	0	6	3	1	2	5	4	5	5	0	0	6	9	2	2	2	5	2	9	2	52	0
107667	14	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
107683	1	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	4	1	9	3	4	8	9	0	1	0	1	2	2	2	5	0	9	0	0	0
107716	23	4	2	1	10	0	3	3	2	12	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	0
107741	23	4	3	3	7	0	3	3	7	6	4	2	M	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	2	9	4	4	4	1	0	9	2	52	0
107744	46	4	5	6	17	0	3	3	7	9	5	1	F	9	6	2	7298	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	1	9	2	52	0
107751	1	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
107793	85	9	4	5	1	0	3	7	7	15	5	1	F	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	3	2	2	5	0	9	2	0	0
107795	38	4	2	3	17	0	3	3	3	1	5	1	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	0	9	2	20	0
107798	70	9	4	5	13	0	3	3	7	15	5	1	F	9	6	1	0	0	0	2	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
107819	42	4	2	6	15	0	3	3	4	10	5	1	F	0	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	1	2	5	0	9	2	52	0
107831	43	4	1	2	10	0	3	5	2	8	5	1	M	9	6	2	0	0	0	6	6	0	2	5	1	1	1	9	8	4	9	2	2	2	5	2	9	2	39	0
107836	64	9	4	5	4	0	3	3	7	15	5	6	F	9	6	1	0	0	0	5	6	0	3	8	6	7	8	1	9	0	9	4	2	2	5	0	9	2	0	0
107840	28	4	3	4	5	0	3	4	7	7	5	6	M	9	6	2	0	0	0	6	6	0	9	7	1	1	1	9	8	6	9	4	4	4	1	0	9	2	52	0
107841	50	4	5	6	13	0	3	3	7	9	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	1	9	1	1	1	2	0	9	2	52	0
107843	15	9	4	5	6	0	3	5	7	15	5	9	M	9	6	3	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	1	3	0	9	2	0	0
107848	33	2	3	1	10	0	3	3	5	3	5	1	M	0	6	2	2829	0	0	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	2	9	2	40	0
107851	20	4	3	4	5	0	3	5	6	7	5	6	M	9	6	2	0	0	0	6	6	0	9	7	1	1	1	9	8	3	9	4	4	4	1	0	9	2	24	0
107906	44	7	2	4	9	0	3	3	4	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	2	9	2	50	0
107920	37	4	2	1	17	0	3	3	2	3	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
107965	43	2	2	2	10	0	3	3	2	8	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	0
107973	6	9	4	5	11	0	3	5	7	15	5	7	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	4	4	2	5	0	9	0	0	0
107974	12	9	4	5	11	0	3	5	7	15	4	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	3	2	5	0	9	0	0	0
107978	74	9	4	5	6	0	3	3	7	15	5	1	F	9	6	1	0	0	0	2	6	0	3	8	6	7	8	1	9	0	9	1	1	1	2	0	9	2	0	0
107994	41	7	2	6	9	0	3	3	4	10	5	1	M	9	6	1	0	0	150	3	2	1	1	5	4	8	9	0	0	6	9	2	2	2	5	0	9	2	52	0
108016	9	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	2	2	2	2	5	0	9	0	0	0
108034	35	4	3	4	13	0	3	5	6	5	5	1	F	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	6	9	2	2	2	5	0	9	2	20	0
108050	3	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
108063	40	6	2	6	16	0	3	3	3	10	5	1	M	9	6	1	0	0	2500	3	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	1
108071	49	4	2	4	9	0	3	1	3	7	5	1	F	9	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	6	9	2	2	2	5	0	9	2	40	0
108073	71	9	4	5	13	0	3	3	7	15	5	1	F	9	6	1	0	0	0	2	6	0	3	8	6	7	8	1	9	0	9	3	2	2	5	0	9	2	0	0
108084	32	4	2	6	10	0	3	5	3	13	5	1	M	9	6	2	0	0	3000	6	6	0	2	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
108135	39	9	4	5	7	0	3	1	7	15	5	1	M	9	6	3	0	0	0	5	6	0	9	1	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
108142	27	4	5	3	13	0	3	5	3	6	4	10	F	9	6	2	0	0	0	1	6	0	1	5	1	1	1	9	8	4	9	4	4	4	4	0	9	2	50	0
108174	49	4	2	4	5	0	3	3	3	7	3	1	F	9	6	1	0	0	0	3	4	1	3	8	4	8	9	0	1	4	9	3	3	3	1	0	9	2	52	0
108186	68	9	4	5	6	0	3	3	7	15	5	4	F	9	6	3	0	0	0	5	6	0	3	8	1	1	1	9	8	0	9	1	1	3	1	0	9	2	0	0
108208	51	9	4	5	13	0	3	3	7	15	5	1	M	9	6	3	3137	0	0	3	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
108209	18	4	3	4	2	0	2	5	6	7	5	1	F	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	3	9	2	2	2	5	0	9	2	48	0
108223	7	9	4	5	11	0	3	5	7	15	5	10	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
108228	40	4	2	2	10	0	3	3	3	10	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	3	9	2	2	2	5	0	9	2	52	0
108264	84	9	4	5	13	0	3	7	7	15	5	1	F	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
108268	39	6	3	1	10	0	3	5	7	3	5	1	F	9	6	6	0	0	0	6	6	0	2	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
108275	31	4	1	3	9	0	3	1	2	1	5	1	F	9	6	2	0	0	0	1	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
108292	26	4	3	1	17	0	3	3	6	3	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
108340	38	6	3	1	13	0	3	3	6	12	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
108352	25	9	4	5	13	0	3	3	7	15	5	10	M	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	4	4	4	4	0	9	2	0	0
108361	58	1	2	6	13	0	3	3	3	1	5	1	F	9	6	1	0	0	0	4	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	2	9	2	52	0
108363	41	7	2	3	10	0	3	3	2	1	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
108412	17	9	4	5	2	0	2	5	7	15	3	1	M	9	6	3	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	2	0	0
108437	13	9	4	5	11	0	3	5	7	15	5	6	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	4	4	2	5	0	9	0	0	0
108454	31	6	3	1	17	0	3	3	6	12	5	1	M	9	6	1	0	0	0	3	4	1	3	8	4	5	6	0	1	2	9	2	2	2	5	0	9	2	52	0
108481	46	4	1	4	8	950	3	3	1	1	5	1	F	0	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	0
108482	31	4	2	1	13	0	3	3	3	3	5	1	F	9	6	6	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	2	9	2	52	0
108537	42	4	2	4	13	800	3	3	3	7	3	1	F	1	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
108554	34	4	1	6	13	0	3	5	1	1	5	1	F	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
108573	69	9	4	5	6	0	3	6	7	15	5	10	F	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	4	4	4	4	0	9	2	0	0
108576	77	2	1	1	13	0	3	3	2	3	5	1	M	9	6	6	0	0	3500	2	6	0	1	5	1	1	1	9	8	5	9	1	1	2	5	0	9	2	52	0
108654	36	4	5	1	17	0	3	3	2	3	5	1	M	9	6	1	0	0	100	3	6	0	3	8	6	7	8	1	9	4	9	2	2	2	5	2	9	2	52	1
108660	16	9	4	5	7	0	2	5	7	15	3	2	F	9	6	3	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	4	4	3	0	9	2	0	0
108672	52	5	3	1	10	0	3	3	7	3	5	1	M	9	6	2	0	0	5750	3	6	0	3	8	1	1	1	9	8	1	9	2	2	2	5	2	2	1	52	1
108687	36	7	2	6	10	1200	3	3	4	10	5	1	F	0	6	6	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	22	0
108710	4	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
108715	16	4	3	4	7	0	2	5	7	5	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	2	0	0
108734	15	9	4	5	6	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	2	0	0
108767	17	9	4	5	1	0	2	5	7	15	5	7	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	4	4	2	5	0	9	2	0	0
108770	38	2	2	2	10	0	3	3	4	10	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	2	9	2	52	0
108780	24	4	2	4	17	1414	3	3	2	1	1	1	F	0	6	1	0	0	0	3	5	1	3	8	8	8	9	0	0	3	9	2	2	2	5	0	9	2	52	0
108782	39	4	5	1	15	0	3	3	2	10	5	7	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
108783	45	4	2	4	9	0	3	1	4	1	5	1	F	9	6	1	0	0	0	1	4	1	9	6	5	3	3	0	1	6	9	2	2	2	5	0	9	2	52	0
108793	28	4	2	3	17	0	3	3	3	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
108795	19	4	1	4	17	0	1	5	1	7	5	1	M	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	1	9	2	2	2	5	2	9	2	26	0
108846	34	4	2	1	13	0	3	3	2	12	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
108890	58	9	4	5	13	0	3	3	7	15	5	1	M	9	6	3	0	0	0	3	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
108908	14	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
108911	43	4	1	2	15	0	3	3	1	10	4	5	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	0
108916	89	9	4	5	1	0	3	7	7	15	5	1	F	9	6	3	2993	0	15000	6	6	0	2	5	1	1	1	9	8	0	9	1	1	2	5	0	9	2	0	0
108944	8	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
108950	35	1	5	1	17	0	3	1	2	3	2	1	F	9	6	1	0	0	0	1	6	0	1	5	6	7	8	1	9	3	9	3	3	3	2	0	9	2	52	0
108966	50	4	3	1	13	0	3	3	6	12	5	1	M	9	6	2	0	0	750	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
108988	70	9	4	5	13	0	3	3	7	15	5	1	M	9	6	1	0	0	0	4	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	30	0
108993	0	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	7	10	9	10	9	9	0	3	2	2	2	5	0	9	0	0	0
108996	14	9	4	5	11	0	3	5	7	15	5	6	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	4	4	2	5	0	9	0	0	0
109050	70	9	4	5	9	0	3	3	7	15	5	1	F	9	6	1	0	0	2587	2	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
109094	35	7	2	3	15	0	3	3	4	6	5	1	M	1	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	1	1	2	5	0	9	2	52	0
109119	10	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
109156	56	9	4	5	13	0	3	3	7	15	5	1	F	9	6	1	0	0	2250	3	6	0	3	8	6	7	8	1	9	0	9	3	3	2	5	0	9	2	0	0
109167	4	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	2	2	2	2	5	0	9	0	0	0
109171	52	6	3	2	5	0	3	3	5	8	5	1	M	9	4	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	1	1	1	2	0	9	2	0	0
109193	3	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
109213	69	6	3	4	13	0	3	7	7	7	5	1	F	9	6	1	0	0	0	5	5	1	2	5	9	8	9	0	0	1	9	2	2	2	5	0	9	2	13	0
109294	73	9	4	5	13	0	3	3	7	15	5	1	F	9	6	3	0	0	12500	2	6	0	3	8	1	1	1	9	8	0	9	1	1	2	5	0	9	2	0	0
109302	7	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
109305	4	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
109356	15	9	4	5	6	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	2	0	0
109375	15	9	4	5	1	0	3	5	7	15	3	9	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	2	4	4	2	5	0	9	2	0	0
109378	83	9	4	5	6	0	3	3	7	15	5	1	M	9	6	3	1424	0	409	2	6	0	1	5	1	1	1	9	8	0	9	1	1	2	5	0	9	2	0	0
109428	72	5	2	1	10	0	3	3	2	12	5	1	M	9	6	2	0	0	0	4	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
109441	45	6	3	2	10	0	3	3	5	4	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
109462	62	2	2	4	6	0	3	7	4	7	3	1	F	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	40	0
109507	87	9	4	5	13	0	3	7	7	15	5	1	F	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	0	9	1	1	1	2	0	9	2	0	0
109508	42	4	3	1	13	0	3	1	6	12	5	1	M	9	6	2	0	0	0	1	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	0	2	1	52	0
109517	36	4	5	4	13	600	3	3	5	4	5	1	M	0	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	1	9	2	28	0
109536	16	4	3	4	2	0	2	5	6	7	5	1	M	9	6	1	0	0	0	6	6	0	9	3	6	7	8	1	9	3	1	2	2	2	5	2	9	2	22	0
109547	9	9	4	5	11	0	3	5	7	15	2	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
109579	8	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
109645	69	9	4	5	10	0	3	3	7	15	5	1	F	9	6	3	0	0	0	2	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
109646	5	9	4	5	11	0	3	5	7	15	4	6	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
109716	73	9	4	5	17	0	3	3	7	15	5	1	M	9	6	3	0	0	531	2	6	0	3	8	1	1	1	9	8	3	9	1	1	2	5	0	9	2	26	0
109731	19	4	3	4	13	525	3	5	6	7	5	7	F	0	6	1	0	0	0	6	2	1	9	1	4	8	9	0	0	3	9	2	2	2	5	0	9	2	52	0
109738	44	4	2	4	13	0	3	3	2	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	1	9	2	2	2	5	2	9	2	40	0
109802	24	4	2	4	13	0	1	5	3	7	3	1	M	9	5	1	0	0	0	6	6	0	9	1	6	7	8	1	9	4	9	2	2	2	5	0	2	1	26	0
109849	77	4	3	4	1	0	3	3	7	7	3	1	M	9	6	1	3818	0	0	2	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
109852	15	9	4	5	6	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	2	0	0
109872	4	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	4	1	9	3	4	6	6	0	1	0	1	2	2	2	5	0	9	0	0	0
109890	18	9	4	5	3	0	2	5	7	15	5	2	F	9	6	3	0	0	0	5	6	0	9	6	1	1	1	9	8	0	9	1	1	1	1	0	9	2	0	0
109921	43	4	2	2	10	0	3	6	3	10	5	1	F	9	6	1	0	0	0	1	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	1
109930	48	2	1	2	6	0	3	3	2	14	5	1	M	9	6	1	0	1902	0	3	6	0	1	5	6	7	8	1	9	5	9	2	2	2	5	0	9	2	52	0
109937	76	4	3	3	17	0	3	3	6	12	5	1	M	9	6	1	0	0	9	4	6	0	3	8	6	7	8	1	9	4	9	2	2	2	5	0	9	2	50	0
109961	70	6	2	1	10	0	3	3	3	10	5	1	F	9	6	1	0	0	300	2	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	1
109969	30	4	2	1	17	0	3	3	2	3	5	1	F	9	6	1	0	0	0	3	4	1	3	8	4	8	9	0	1	2	9	2	2	2	5	0	9	2	52	0
109972	29	4	3	3	2	660	3	3	6	14	5	1	M	0	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	2	9	2	52	0
109982	44	4	2	3	9	0	3	3	3	13	5	1	F	9	6	1	0	0	25	3	6	0	3	8	6	7	8	1	9	5	9	2	2	2	5	0	9	2	52	0
110030	72	9	4	5	2	0	3	3	7	15	5	1	M	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	2	1	0	0
110128	8	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
110160	35	1	2	6	15	0	3	5	2	10	5	2	M	9	6	2	4650	0	0	6	6	0	2	5	1	1	1	9	8	6	9	3	3	3	2	2	9	2	52	0
110209	88	9	4	5	17	0	3	3	7	15	5	1	M	9	6	1	0	0	0	2	6	0	1	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
110217	38	4	2	3	13	0	3	3	2	14	1	7	M	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	4	2	2	5	0	9	2	8	0
110224	74	9	4	5	6	0	3	5	7	15	3	1	M	9	6	1	0	0	0	5	4	1	9	7	8	8	9	0	1	0	9	2	2	2	5	0	9	2	0	0
110263	22	4	3	3	17	0	1	5	6	12	5	1	M	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	3	9	2	2	2	5	2	9	2	39	0
110268	13	9	4	5	11	0	3	5	7	15	4	2	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	4	4	4	1	0	9	0	0	0
110274	38	4	2	4	8	0	3	3	4	1	5	1	F	0	6	2	15024	0	0	3	6	0	1	5	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	0
110312	44	4	5	6	10	0	3	3	3	10	5	1	M	0	6	1	7688	0	1000	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
110374	45	4	2	6	10	0	3	3	4	10	5	1	M	0	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	1
110378	32	4	3	4	13	0	3	5	6	7	3	1	F	9	6	2	0	0	0	6	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
110399	41	4	3	2	13	0	3	1	5	8	5	1	M	0	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	2	9	2	2	2	5	2	9	2	52	0
110439	26	4	2	2	10	0	3	5	3	10	5	1	F	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
110444	2	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
110445	82	9	4	5	7	0	3	3	7	15	5	1	M	9	6	3	0	0	0	5	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
